z (m),qc (MPa),fs (MPa)
-19.763775,12.30546854,1.029310716
-19.783775,12.13961707,1.079386756
-19.803775,11.9737656,1.129462797
-19.823775,11.80791414,0
-19.843775,11.64206267,0
-19.863775,11.82931628,0
-19.883775,12.06591902,0
-19.903775,12.30252176,0
-19.923775,12.5391245,0
-19.943775,13.47225771,0
-19.963775,14.18239402,0
-19.983775,14.33947784,0
-20.003775,14.49656166,0
-20.023775,14.65364548,0
-20.043775,14.8107293,0
-20.063775,14.96781312,0
-20.083775,15.12489694,0
-20.103775,15.18399619,0
-20.123775,15.16440971,0
-20.143775,15.14482324,0
-20.163775,15.12523677,0
-20.183775,15.10565029,0
-20.203775,15.08606382,0
-20.223775,15.06647735,0
-20.243775,15.04689087,0
-20.263775,15.0273044,0
-20.283775,15.00771793,0
-20.303775,14.98813145,0
-20.323775,15.01084979,0
-20.343775,15.08903231,0
-20.363775,15.16721484,0
-20.383775,15.24539736,0
-20.403775,15.32357988,0
-20.423775,15.40176241,0
-20.443775,15.32588402,0
-20.463775,15.23262257,0
-20.483775,15.13936111,0
-20.503775,15.04609965,0
-20.523775,14.9528382,0
-20.543775,14.85957674,0
-20.563775,14.76631529,0
-20.583775,13.86903273,0
-20.603775,12.90362573,0
-20.623775,11.94343786,0
-20.643775,12.16408706,0
-20.663775,12.38473626,0
-20.683775,12.60538546,0
-20.703775,12.82603466,0
-20.723775,13.04668385,0
-20.743775,13.26733305,0
-20.763775,10.91450098,0
-20.783775,11.11789531,0
-20.803775,11.32128965,0
-20.823775,11.52468398,0
-20.843775,11.72807831,0
-20.863775,11.93147265,0
-20.883775,12.13486698,0
-20.903775,12.33826132,0
-20.923775,12.54165565,0
-20.943775,12.62028177,0
-20.963775,12.65924301,0
-20.983775,12.69820425,0
-21.003775,12.73716549,0
-21.023775,12.77612673,0
-21.043775,12.87451692,0
-21.063775,13.19126348,0
-21.083775,13.50801004,0
-21.103775,13.82475661,0
-21.123775,13.97481839,0
-21.143775,12.79963442,0
-21.163775,12.97058055,0
-21.183775,13.90909067,0
-21.203775,14.84760079,0
-21.223775,15.53732264,0
-21.243775,16.22265064,0
-21.263775,16.90797864,0
-21.283775,17.59330664,0
-21.303775,17.53912049,0
-21.323775,17.448435,0
-21.343775,17.35774951,0
-21.363775,17.26706401,0
-21.383775,14.56120471,0
-21.403775,14.51247148,0
-21.423775,14.46373824,0
-21.443775,14.415005,0
-21.463775,14.36627177,0
-21.483775,14.32689454,0
-21.503775,14.41818469,0
-21.523775,14.50947485,0
-21.543775,14.600765,0
-21.563775,14.69205516,0
-21.583775,14.78334531,0
-21.603775,14.87463547,0
-21.623775,14.96592563,0
-21.643775,15.05721578,0
-21.663775,14.86063067,0
-21.683775,14.57856583,0
-21.703775,14.29650099,0
-21.723775,14.01443614,0
-21.743775,13.91809606,0
-21.763775,13.97664892,0
-21.783775,14.03520178,0
-21.803775,14.09375464,0
-21.823775,14.1523075,0
-21.843775,14.21007063,0
-21.863775,14.13227487,0
-21.883775,14.05447911,0
-21.903775,13.97668335,0
-21.923775,13.89888759,0
-21.943775,13.82109183,0
-21.963775,13.74329607,0
-21.983775,13.66550031,0
-22.003775,13.58770454,0
-22.023775,13.50990878,0
-22.043775,13.57908797,0
-22.063775,14.09897686,0
-22.083775,14.61886575,0
-22.103775,14.85202784,0
-22.123775,14.8389299,0
-22.143775,14.82583196,0
-22.163775,14.81273402,0
-22.183775,14.79963608,0
-22.203775,14.78653815,0
-22.223775,14.77344021,0
-22.243775,14.76034227,0
-22.263775,14.74724433,0
-22.283775,14.73414639,0
-22.303775,14.72104846,0
-22.323775,14.70795052,0
-22.343775,14.69485258,0
-22.363775,14.68175464,0
-22.383775,14.6686567,0
-22.403775,14.65555876,0
-22.423775,14.64246083,0
-22.443775,14.64893219,0
-22.463775,14.65857709,0
-22.483775,14.66822198,0
-22.503775,14.67786688,0
-22.523775,14.68751178,0
-22.543775,14.69715667,0
-22.563775,14.70680157,0
-22.583775,14.71644646,0
-22.603775,14.72609136,0
-22.623775,14.73573626,0
-22.643775,14.74538115,0
-22.663775,14.73296624,0
-22.683775,14.71337976,0
-22.703775,14.69379329,0
-22.723775,14.67420681,0
-22.743775,14.65462034,0
-22.763775,14.65778185,0
-22.783775,14.75563219,0
-22.803775,14.85348253,0
-22.823775,14.82636767,0
-22.843775,14.63315694,0
-22.863775,14.43994621,0
-22.883775,14.32366983,0
-22.903775,14.25361586,0
-22.923775,14.18356189,0
-22.943775,14.11350792,0
-22.963775,14.04345395,0
-22.983775,13.97339998,0
-23.003775,13.90334601,0
-23.023775,13.72745254,0
-23.043775,13.49606439,0
-23.063775,13.26467625,0
-23.083775,13.0332881,0
-23.103775,12.80189996,0
-23.123775,12.57051181,0
-23.143775,12.33912367,0
-23.163775,12.35284236,0
-23.183775,12.50992618,0
-23.203775,12.66701,0
-23.223775,12.82409382,0
-23.243775,12.98117764,0
-23.263775,13.2307425,0
-23.283775,14.16925262,0
-23.303775,15.10776274,0
-23.323775,15.52692525,0
-23.343775,15.34647285,0
-23.363775,15.16602046,0
-23.383775,14.98556806,0
-23.403775,14.80511566,0
-23.423775,14.62466327,0
-23.443775,14.44421087,0
-23.463775,14.26375847,0
-23.483775,14.09712388,0
-23.503775,14.16548681,0
-23.523775,14.23384974,0
-23.543775,14.30221267,0
-23.563775,14.3705756,0
-23.583775,14.43893853,0
-23.603775,14.42813666,0
-23.623775,14.34389397,0
-23.643775,14.25965127,0
-23.663775,14.17540857,0
-23.683775,14.09116588,0
-23.703775,14.00692318,0
-23.723775,13.92268048,0
-23.743775,13.83843779,0
-23.763775,13.83483309,0
-23.783775,14.2865615,0
-23.803775,14.73828991,0
-23.823775,15.19001832,0
