z_meas,qc_meas,z,qc,z_koppejan,qc_koppejan,z_filter,qc_filter
0,,-0.495177866,0.25767508,-1.198737391,1.92474481,,
0,,-0.49660079,0.257675282,-1.200160316,1.924750259,,
0,,-0.498023715,0.257675483,-1.201583241,1.924755708,,
0,,-0.49944664,0.257675684,-1.203006166,1.924761156,,
0,,-0.500869565,0.257675886,-1.204429091,1.924766605,,
0,,-0.50229249,0.257676087,-1.205852016,1.924772054,,
0,,-0.503715415,0.257676289,-1.207274941,1.924777503,,
0,,-0.50513834,0.25767649,-1.208697866,1.924782952,,
0,,-0.506561265,0.257676691,-1.21012079,1.9247884,,
0,,-0.50798419,0.257676893,-1.211543715,1.924793849,,
0,,-0.509407115,0.257677094,-1.21296664,1.924799298,,
0,,-0.51083004,0.257677295,-1.214389565,1.924804747,,
0,,-0.512252964,0.257677497,-1.21581249,1.924810195,,
0,,-0.513675889,1.922343321,-1.217235415,1.924815644,,
0,,-0.515098814,1.922348772,-1.21865834,1.924821093,,
0,,-0.516521739,1.922354224,-1.220081265,1.924826541,,
0,,-0.517944664,1.922359675,-1.22150419,1.92483199,,
0,,-0.519367589,1.922365127,-1.222927115,1.924837439,,
0,,-0.520790514,1.922370578,-1.22435004,1.924842888,,
0,,-0.522213439,1.92237603,-1.225772964,1.924848336,,
0,,-0.523636364,1.922381482,-1.227195889,1.924853785,,
0,,-0.525059289,1.922386933,-1.228618814,1.924859234,,
0,,-0.526482213,1.922392385,-1.230041739,1.924864682,,
0,,-0.527905138,1.922397836,-1.231464664,1.924870131,,
0,,-0.529328063,1.922403288,-1.232887589,1.92487558,,
0,,-0.530750988,1.922408739,-1.234310514,1.924881028,,
0,,-0.532173913,1.922414191,-1.235733439,1.924886477,,
0,,-0.533596838,1.922419642,-1.237156364,1.924891926,,
0,,-0.535019763,1.922425094,-1.238579289,1.924897374,,
0,,-0.536442688,1.922430545,-1.240002213,1.924902823,,
0,,-0.537865613,1.922435997,-1.241425138,1.924908271,,
0,,-0.539288537,1.922441448,-1.242848063,1.92491372,,
0,,-0.540711463,1.9224469,-1.244270988,1.924919169,,
0,,-0.542134387,1.922452351,-1.245693913,1.924924617,,
0,,-0.543557312,1.922457802,-1.247116838,1.924930066,,
0,,-0.544980237,1.922463254,-1.248539763,1.924935514,,
0,,-0.546403162,1.922468705,-1.249962688,1.924940963,,
0,,-0.547826087,1.922474157,-1.251385613,1.924946412,,
0,,-0.549249012,1.922479608,-1.252808537,1.92495186,,
0,,-0.550671937,1.92248506,-1.254231463,1.924957309,,
0,,-0.552094862,1.922490511,-1.255654387,1.924962757,,
0,,-0.553517787,1.922495962,-1.257077312,1.924968206,,
0,,-0.554940711,1.922501414,-1.258500237,1.924973654,,
0,,-0.556363636,1.922506865,-1.259923162,1.924979103,,
0,,-0.557786561,1.922512317,-1.261346087,1.924984551,,
0,,-0.559209486,1.922517768,-1.262769012,1.92499,,
0,,-0.560632411,1.922523219,-1.264191937,1.924995448,,
0,,-0.562055336,1.922528671,-1.265614862,1.925000897,,
0,,-0.563478261,1.922534122,-1.267037787,1.925006345,,
0,,-0.564901186,1.922539573,-1.268460711,1.925011794,,
0,,-0.566324111,1.922545025,-1.269883636,1.925017242,,
0,,-0.567747036,1.922550476,-1.271306561,1.925022691,,
0,,-0.56916996,1.922555928,-1.272729486,1.925028139,,
0,,-0.570592885,0.257685753,-1.274152411,1.925033588,,
0,,-0.57201581,0.257685955,-1.275575336,1.925039036,,
0,,-0.573438735,0.257686156,-1.276998261,1.925044485,,
0,,-0.57486166,0.257686358,-1.278421186,1.925049933,,
0,,-0.576284585,0.257686559,-1.279844111,1.925055382,,
0,,-0.57770751,0.25768676,-1.281267036,1.92506083,,
0,,-0.579130435,0.257686962,-1.28268996,1.925066279,,
0,,-0.58055336,0.257687163,-1.284112885,1.925071727,,
0,,-0.581976285,0.257687364,-1.28553581,1.925077175,,
0,,-0.58339921,0.257687566,-1.286958735,1.925082624,,
0,,-0.584822134,0.257687767,-1.28838166,1.925088072,,
0,,-0.586245059,0.257687969,-1.289804585,1.925093521,,
0,,-0.587667984,0.25768817,-1.29122751,1.925098969,,
0,,-0.589090909,0.257688371,-1.292650435,1.925104417,,
0,,-0.590513834,0.257688573,-1.29407336,1.925109866,,
0,,-0.591936759,0.257688774,-1.295496285,1.925115314,,
0,,-0.593359684,0.257688975,-1.29691921,1.925120763,,
0,,-0.594782609,0.257689177,-1.298342134,1.925126211,,
0,,-0.596205534,0.257689378,-1.299765059,1.925131659,,
0,,-0.597628458,0.25768958,-1.301187984,1.925137108,,
0,,-0.599051384,0.257689781,-1.302610909,1.925142556,,
0,,-0.600474308,0.257689982,-1.304033834,1.925148004,,
0,,-0.601897233,0.257690184,-1.305456759,1.925153453,,
0,,-0.603320158,0.257690385,-1.306879684,1.925158901,,
0,,-0.604743083,0.257690587,-1.308302609,1.925164349,,
0,,-0.606166008,0.257690788,-1.309725534,1.925169798,,
0,,-0.607588933,0.257690989,-1.311148458,1.925175246,,
0,,-0.609011858,0.257691191,-1.312571384,1.925180694,,
0,,-0.610434783,0.257691392,-1.313994308,1.925186143,,
0,,-0.611857707,0.257691593,-1.315417233,1.925191591,,
0,,-0.613280632,0.257691795,-1.316840158,1.925197039,,
0,,-0.614703557,0.257691996,-1.318263083,1.925202487,,
0,,-0.616126482,0.257692198,-1.319686008,1.925207936,,
0,,-0.617549407,0.257692399,-1.321108933,1.925213384,,
0,,-0.618972332,0.2576926,-1.322531858,1.925218832,,
0,,-0.620395257,0.257692802,-1.323954783,1.92522428,,
0,,-0.621818182,0.257693003,-1.325377707,1.925229729,,
0,,-0.623241107,0.257693204,-1.326800632,1.925235177,,
0,,-0.624664032,0.257693406,-1.328223557,1.925240625,,
0,,-0.626086957,1.922773976,-1.329646482,1.925246073,,
0,,-0.627509881,1.922779427,-1.331069407,1.925251522,,
0,,-0.628932806,1.922784878,-1.332492332,1.92525697,,
0,,-0.630355731,1.922790329,-1.333915257,1.925262418,,
0,,-0.631778656,1.92279578,-1.335338182,1.925267866,,
0,,-0.633201581,1.922801231,-1.336761107,1.925273314,,
0,,-0.634624506,1.922806682,-1.338184032,1.925278763,,
0,,-0.636047431,1.922812133,-1.339606957,1.925284211,,
0,,-0.637470356,1.922817584,-1.341029881,1.925289659,,
0,,-0.638893281,1.922823035,-1.342452806,1.925295107,,
0,,-0.640316205,1.922828486,-1.343875731,1.925300555,,
0,,-0.641739131,1.922833937,-1.345298656,1.925306003,,
0,,-0.643162055,1.922839389,-1.346721581,1.925311452,,
0,,-0.64458498,1.92284484,-1.348144506,1.9253169,,
0,,-0.646007905,1.922850291,-1.349567431,1.925322348,,
0,,-0.64743083,1.922855741,-1.350990356,1.925327796,,
0,,-0.648853755,1.922861192,-1.352413281,1.925333244,,
0,,-0.65027668,1.922866643,-1.353836205,1.925338692,,
0,,-0.651699605,1.922872094,-1.355259131,1.92534414,,
0,,-0.65312253,1.922877545,-1.356682055,1.925349589,,
0,,-0.654545454,1.922882996,-1.35810498,1.925355037,,
0,,-0.655968379,1.922888447,-1.359527905,1.925360485,,
0,,-0.657391305,1.922893898,-1.36095083,1.925365933,,
0,,-0.658814229,1.922899349,-1.362373755,1.925371381,,
0,,-0.660237154,1.9229048,-1.36379668,1.925376829,,
0,,-0.661660079,1.922910251,-1.365219605,1.925382277,,
0,,-0.663083004,1.922915702,-1.36664253,1.925387725,,
0,,-0.664505929,1.922921153,-1.368065454,1.925393173,,
0,,-0.665928854,1.922926604,-1.369488379,1.925398621,,
0,,-0.667351779,1.922932055,-1.370911305,1.925404069,,
0,,-0.668774704,1.922937506,-1.372334229,1.925409517,,
0,,-0.670197628,1.922942957,-1.373757154,1.925414965,,
0,,-0.671620553,1.922948407,-1.375180079,1.925420413,,
0,,-0.673043478,1.922953858,-1.376603004,1.925425861,,
0,,-0.674466403,1.922959309,-1.378025929,1.925431309,,
0,,-0.675889328,1.92296476,-1.379448854,1.925436757,,
0,,-0.677312253,1.922970211,-1.380871779,1.925442205,,
0,,-0.678735178,1.922975662,-1.382294704,1.925447653,,
0,,-0.680158103,1.922981113,-1.383717628,1.925453101,,
0,,-0.681581028,1.922986563,-1.385140553,1.925458549,,
0,,-0.683003953,1.922992014,-1.386563478,1.925463997,,
0,,-0.684426878,0.257701864,-1.387986403,1.925469445,,
0,,-0.685849802,0.257702065,-1.389409328,1.925474893,,
0,,-0.687272727,0.257702267,-1.390832253,1.925480341,,
0,,-0.688695652,0.257702468,-1.392255178,1.925485789,,
0,,-0.690118577,0.257702669,-1.393678103,1.925491237,,
0,,-0.691541502,0.257702871,-1.395101028,1.925496685,,
0,,-0.692964427,0.257703072,-1.396523953,1.925502133,,
0,,-0.694387352,0.257703273,-1.397946878,1.925507379,,
0,,-0.695810277,0.257703475,-1.399369802,1.925512424,,
0,,-0.697233201,0.257703676,-1.400792727,1.925517266,,
0,,-0.698656126,0.257703878,-1.402215652,1.925521907,,
0,,-0.700079052,0.257704079,-1.403638577,1.925526346,,
0,,-0.701501976,0.25770428,-1.405061502,1.925530583,,
0,,-0.702924901,0.257704482,-1.406484427,1.925534619,,
0,,-0.704347826,0.257704683,-1.407907352,1.925538452,,
0,,-0.705770751,0.257704884,-1.409330277,1.925542084,,
0,,-0.707193676,0.257705086,-1.410753201,1.925545515,,
0,,-0.708616601,0.257705287,-1.412176126,1.925548743,,
0,,-0.710039526,0.257705489,-1.413599052,1.92555177,,
0,,-0.711462451,0.25770569,-1.415021976,1.925554594,,
0,,-0.712885375,0.257705891,0.00648,,,
0,,-0.7143083,0.257706093,0.00648,,,
0,,-0.715731225,0.257706294,0.00648,,,
0,,-0.71715415,0.257706496,0.00648,,,
0,,-0.718577075,0.257706697,0.00648,,,
0,,-0.72,0.257706898,0.00648,,,
0,,-0.721422925,0.2577071,0.00648,,,
0,,-0.72284585,0.257707301,0.00648,,,
0,,-0.724268775,0.257707502,0.00648,,,
0,,-0.7256917,0.257707704,0.00648,,,
0,,-0.727114625,0.257707905,0.00648,,,
0,,-0.728537549,0.257708107,0.00648,,,
0,,-0.729960474,0.257708308,0.00648,,,
0,,-0.731383399,0.257708509,0.00648,,,
0,,-0.732806324,0.257708711,0.00648,,,
0,,-0.734229249,0.257708912,0.00648,,,
0,,-0.735652174,0.257709113,0.00648,,,
0,,-0.737075099,0.257709315,0.00648,,,
0,,-0.738498024,0.257709516,0.00648,,,
0,,-0.739920948,0.257709718,0.00648,,,
0,,-0.741343874,1.923215493,0.00648,,,
0,,-0.742766799,1.923220944,0.00648,,,
0,,-0.744189723,1.923226394,0.00648,,,
0,,-0.745612648,1.923231845,0.00648,,,
0,,-0.747035573,1.923237295,0.00648,,,
0,,-0.748458498,1.923242746,0.00648,,,
0,,-0.749881423,1.923248196,0.00648,,,
0,,-0.751304348,1.923253647,0.00648,,,
0,,-0.752727273,1.923259097,0.00648,,,
0,,-0.754150198,1.923264548,0.00648,,,
0,,-0.755573122,1.923269998,0.00648,,,
0,,-0.756996047,1.923275449,0.00648,,,
0,,-0.758418972,1.923280899,0.00648,,,
0,,-0.759841897,1.92328635,0.00648,,,
0,,-0.761264822,1.9232918,0.00648,,,
0,,-0.762687747,1.923297251,0.00648,,,
0,,-0.764110672,1.923302701,0.00648,,,
0,,-0.765533597,1.923308152,0.00648,,,
0,,-0.766956522,1.923313602,0.00648,,,
0,,-0.768379447,1.923319053,0.00648,,,
0,,-0.769802372,1.923324503,0.00648,,,
0,,-0.771225296,1.923329954,0.00648,,,
0,,-0.772648221,1.923335404,0.00648,,,
0,,-0.774071146,1.923340855,0.00648,,,
0,,-0.775494071,1.923346305,0.00648,,,
0,,-0.776916996,1.923351755,0.00648,,,
0,,-0.778339921,1.923357206,0.00648,,,
0,,-0.779762846,1.923362656,0.00648,,,
0,,-0.781185771,1.923368107,0.00648,,,
0,,-0.782608695,1.923373557,0.00648,,,
0,,-0.784031621,1.923379007,0.00648,,,
0,,-0.785454546,1.923384458,0.00648,,,
0,,-0.78687747,1.923389908,0.00648,,,
0,,-0.788300395,1.923395359,0.00648,,,
0,,-0.78972332,1.923400809,0.00648,,,
0,,-0.791146245,1.923406259,0.00648,,,
0,,-0.79256917,1.92341171,0.00648,,,
0,,-0.793992095,1.92341716,0.00648,,,
0,,-0.79541502,1.92342261,0.00648,,,
0,,-0.796837945,1.923428061,0.00648,,,
0,,-0.798260869,1.923433511,0.00648,,,
0,,-0.799683795,1.923438961,0.00648,,,
0,,-0.801106719,1.923444412,0.00648,,,
0,,-0.802529644,1.923449862,0.00648,,,
0,,-0.803952569,1.923455312,0.00648,,,
0,,-0.805375494,1.923460762,0.00648,,,
0,,-0.806798419,1.923466213,0.00648,,,
0,,-0.808221344,1.923471663,0.00648,,,
0,,-0.809644269,1.923477113,0.00648,,,
0,,-0.811067194,1.923482564,0.00648,,,
0,,-0.812490119,1.923488014,0.00648,,,
0,,-0.813913043,1.923493464,0.00648,,,
0,,-0.815335968,1.923498914,0.00648,,,
0,,-0.816758893,1.923504365,0.00648,,,
0,,-0.818181818,1.923509815,0.00648,,,
0,,-0.819604743,1.923515265,0.00648,,,
0,,-0.821027668,1.923520715,0.00648,,,
0,,-0.822450593,1.923526165,0.00648,,,
0,,-0.823873518,1.923531616,0.00648,,,
0,,-0.825296443,1.923537066,0.00648,,,
0,,-0.826719368,1.923542516,0.00648,,,
0,,-0.828142293,1.923547966,0.00648,,,
0,,-0.829565217,1.923553416,0.00648,,,
0,,-0.830988142,1.923558867,0.00648,,,
0,,-0.832411067,1.923564317,0.00648,,,
0,,-0.833833992,1.923569767,0.00648,,,
0,,-0.835256917,1.923575217,0.00648,,,
0,,-0.836679842,1.923580667,0.00648,,,
0,,-0.838102767,1.923586117,0.00648,,,
0,,-0.839525692,1.923591568,0.00648,,,
0,,-0.840948616,1.923597018,0.00648,,,
0,,-0.842371542,1.923602468,0.00648,,,
0,,-0.843794466,1.923607918,0.00648,,,
0,,-0.845217391,1.923613368,0.00648,,,
0,,-0.846640316,1.923618818,0.00648,,,
0,,-0.848063241,1.923624268,0.00648,,,
0,,-0.849486166,1.923629718,0.00648,,,
0,,-0.850909091,1.923635168,0.00648,,,
0,,-0.852332016,1.923640619,0.00648,,,
0,,-0.853754941,1.923646069,0.00648,,,
0,,-0.855177866,1.923651519,0.00648,,,
0,,-0.85660079,1.923656969,0.00648,,,
0,,-0.858023715,1.923662419,0.00648,,,
0,,-0.85944664,1.923667869,0.00648,,,
0,,-0.860869565,1.923673319,0.00648,,,
0,,-0.86229249,1.923678769,0.00648,,,
0,,-0.863715415,1.923684219,0.00648,,,
0,,-0.86513834,1.923689669,0.00648,,,
0,,-0.866561265,1.923695119,0.00648,,,
0,,-0.86798419,1.923700569,0.00648,,,
0,,-0.869407115,1.923706019,0.00648,,,
0,,-0.87083004,1.923711469,0.00648,,,
0,,-0.872252964,1.923716919,0.00648,,,
0,,-0.873675889,1.923722369,0.00648,,,
0,,-0.875098814,1.923727819,0.00648,,,
0,,-0.876521739,1.923733269,0.00648,,,
0,,-0.877944664,1.923738719,0.00648,,,
0,,-0.879367589,1.923744169,0.00648,,,
0,,-0.880790514,1.923749619,0.00648,,,
0,,-0.882213439,1.923755069,0.00648,,,
0,,-0.883636364,1.923760519,0.00648,,,
0,,-0.885059289,1.923765969,0.00648,,,
0,,-0.886482213,1.923771419,0.00648,,,
0,,-0.887905138,1.923776869,0.00648,,,
0,,-0.889328063,1.923782319,0.00648,,,
0,,-0.890750988,1.923787768,0.00648,,,
0,,-0.892173913,1.923793218,0.00648,,,
0,,-0.893596838,1.923798668,0.00648,,,
0,,-0.895019763,1.923804118,0.00648,,,
0,,-0.896442688,1.923809568,0.00648,,,
0,,-0.897865613,1.923815018,0.00648,,,
0,,-0.899288537,1.923820468,0.00648,,,
0,,-0.900711463,1.923825918,0.00648,,,
0,,-0.902134387,1.923831368,0.00648,,,
0,,-0.903557312,1.923836817,0.00648,,,
0,,-0.904980237,1.923842267,0.00648,,,
0,,-0.906403162,1.923847717,0.00648,,,
0,,-0.907826087,1.923853167,0.00648,,,
0,,-0.909249012,1.923858617,0.00648,,,
0,,-0.910671937,1.923864067,0.00648,,,
0,,-0.912094862,1.923869516,0.00648,,,
0,,-0.913517787,1.923874966,0.00648,,,
0,,-0.914940711,1.923880416,0.00648,,,
0,,-0.916363636,1.923885866,0.00648,,,
0,,-0.917786561,1.923891316,0.00648,,,
0,,-0.919209486,1.923896765,0.00648,,,
0,,-0.920632411,1.923902215,0.00648,,,
0,,-0.922055336,1.923907665,0.00648,,,
0,,-0.923478261,1.923913115,0.00648,,,
0,,-0.924901186,1.923918564,0.00648,,,
0,,-0.926324111,1.923924014,0.00648,,,
0,,-0.927747036,1.923929464,0.00648,,,
0,,-0.92916996,1.923934914,0.00648,,,
0,,-0.930592885,1.923940363,0.00648,,,
0,,-0.93201581,1.923945813,0.00648,,,
0,,-0.933438735,1.923951263,0.00648,,,
0,,-0.93486166,1.923956713,0.00648,,,
0,,-0.936284585,1.923962162,0.00648,,,
0,,-0.93770751,1.923967612,0.00648,,,
0,,-0.939130435,1.923973062,0.00648,,,
0,,-0.94055336,1.923978511,0.00648,,,
0,,-0.941976285,1.923983961,0.00648,,,
0,,-0.94339921,1.923989411,0.00648,,,
0,,-0.944822134,1.923994861,0.00648,,,
0,,-0.946245059,1.92400031,0.00648,,,
0,,-0.947667984,1.92400576,0.00648,,,
0,,-0.949090909,1.924011209,0.00648,,,
0,,-0.950513834,1.924016659,0.00648,,,
0,,-0.951936759,1.924022109,0.00648,,,
0,,-0.953359684,1.924027558,0.00648,,,
0,,-0.954782609,1.924033008,0.00648,,,
0,,-0.956205534,1.924038458,0.00648,,,
0,,-0.957628458,1.924043907,0.00648,,,
0,,-0.959051384,1.924049357,0.00648,,,
0,,-0.960474308,1.924054807,0.00648,,,
0,,-0.961897233,1.924060256,0.00648,,,
0,,-0.963320158,1.924065706,0.00648,,,
0,,-0.964743083,1.924071155,0.00648,,,
0,,-0.966166008,1.924076605,0.00648,,,
0,,-0.967588933,1.924082054,0.00648,,,
0,,-0.969011858,1.924087504,0.00648,,,
0,,-0.970434783,1.924092954,0.00648,,,
0,,-0.971857707,1.924098403,0.00648,,,
0,,-0.973280632,1.924103853,0.00648,,,
0,,-0.974703557,1.924109302,0.00648,,,
0,,-0.976126482,1.924114752,0.00648,,,
0,,-0.977549407,1.924120201,0.00648,,,
0,,-0.978972332,1.924125651,0.00648,,,
0,,-0.980395257,1.9241311,0.00648,,,
0,,-0.981818182,1.92413655,0.00648,,,
0,,-0.983241107,1.924141999,0.00648,,,
0,,-0.984664032,1.924147449,0.00648,,,
0,,-0.986086957,1.924152898,0.00648,,,
0,,-0.987509881,1.924158348,0.00648,,,
0,,-0.988932806,1.924163797,0.00648,,,
0,,-0.990355731,1.924169247,0.00648,,,
0,,-0.991778656,1.924174696,0.00648,,,
0,,-0.993201581,1.924180146,0.00648,,,
0,,-0.994624506,1.924185595,0.00648,,,
0,,-0.996047431,1.924191045,0.00648,,,
0,,-0.997470356,1.924196494,0.00648,,,
0,,-0.998893281,1.924201943,0.00648,,,
0,,-1.000316205,1.924207393,0.00648,,,
0,,-1.001739131,1.924212842,0.00648,,,
0,,-1.003162055,1.924218292,0.00648,,,
0,,-1.00458498,1.924223741,0.00648,,,
0,,-1.006007905,1.924229191,0.00648,,,
0,,-1.00743083,1.92423464,0.00648,,,
0,,-1.008853755,1.924240089,0.00648,,,
0,,-1.01027668,1.924245539,0.00648,,,
0,,-1.011699605,1.924250988,0.00648,,,
0,,-1.01312253,1.924256437,0.00648,,,
0,,-1.014545454,1.924261887,0.00648,,,
0,,-1.015968379,1.924267336,0.00648,,,
0,,-1.017391305,1.924272786,0.00648,,,
0,,-1.018814229,1.924278235,0.00648,,,
0,,-1.020237154,1.924283684,0.00648,,,
0,,-1.021660079,1.924289134,0.00648,,,
0,,-1.023083004,1.924294583,0.00648,,,
0,,-1.024505929,1.924300032,0.00648,,,
0,,-1.025928854,1.924305482,0.00648,,,
0,,-1.027351779,1.924310931,0.00648,,,
0,,-1.028774704,1.92431638,0.00648,,,
0,,-1.030197628,1.924321829,0.00648,,,
0,,-1.031620553,1.924327279,0.00648,,,
0,,-1.033043478,1.924332728,0.00648,,,
0,,-1.034466403,1.924338177,0.00648,,,
0,,-1.035889328,1.924343627,0.00648,,,
0,,-1.037312253,1.924349076,0.00648,,,
0,,-1.038735178,1.924354525,0.00648,,,
0,,-1.040158103,1.924359974,0.00648,,,
0,,-1.041581028,1.924365424,0.00648,,,
0,,-1.043003953,1.924370873,0.00648,,,
0,,-1.044426878,1.924376322,0.00648,,,
0,,-1.045849802,1.924381771,0.00648,,,
0,,-1.047272727,1.92438722,0.00648,,,
0,,-1.048695652,1.92439267,0.00648,,,
0,,-1.050118577,1.924398119,0.00648,,,
0,,-1.051541502,1.924403568,0.00648,,,
0,,-1.052964427,1.924409017,0.00648,,,
0,,-1.054387352,1.924414466,0.00648,,,
0,,-1.055810277,1.924419916,0.00648,,,
0,,-1.057233201,1.924425365,0.00648,,,
0,,-1.058656126,1.924430814,0.00648,,,
0,,-1.060079052,1.924436263,0.00648,,,
0,,-1.061501976,1.924441712,0.00648,,,
0,,-1.062924901,1.924447161,0.00648,,,
0,,-1.064347826,1.924452611,0.00648,,,
0,,-1.065770751,1.92445806,0.00648,,,
0,,-1.067193676,1.924463509,0.00648,,,
0,,-1.068616601,1.924468958,0.00648,,,
0,,-1.070039526,1.924474407,0.00648,,,
0,,-1.071462451,1.924479856,0.00648,,,
0,,-1.072885375,1.924485305,0.00648,,,
0,,-1.0743083,1.924490754,0.00648,,,
0,,-1.075731225,1.924496204,0.00648,,,
0,,-1.07715415,1.924501653,0.00648,,,
0,,-1.078577075,1.924507102,0.00648,,,
0,,-1.08,1.924512551,0.00648,,,
0,,-1.081422925,1.924518,0.00648,,,
0,,-1.08284585,1.924523449,0.00648,,,
0,,-1.084268775,1.924528898,0.00648,,,
0,,-1.0856917,1.924534347,0.00648,,,
0,,-1.087114625,1.924539796,0.00648,,,
0,,-1.088537549,1.924545245,0.00648,,,
0,,-1.089960474,1.924550694,0.00648,,,
0,,-1.091383399,1.924556143,0.00648,,,
0,,-1.092806324,1.924561592,0.00648,,,
0,,-1.094229249,1.924567041,0.00648,,,
0,,-1.095652174,1.92457249,0.00648,,,
0,,-1.097075099,1.924577939,0.00648,,,
0,,-1.098498024,1.924583388,0.00648,,,
0,,-1.099920948,1.924588837,0.00648,,,
0,,-1.101343874,1.924594286,0.00648,,,
0,,-1.102766799,1.924599735,0.00648,,,
0,,-1.104189723,1.924605184,0.00648,,,
0,,-1.105612648,1.924610633,0.00648,,,
0,,-1.107035573,1.924616082,0.00648,,,
0,,-1.108458498,1.924621531,0.00648,,,
0,,-1.109881423,1.92462698,0.00648,,,
0,,-1.111304348,1.924632429,0.00648,,,
0,,-1.112727273,1.924637878,0.00648,,,
0,,-1.114150198,1.924643327,0.00648,,,
0,,-1.115573122,1.924648776,0.00648,,,
0,,-1.116996047,1.924654225,0.00648,,,
0,,-1.118418972,1.924659673,0.00648,,,
0,,-1.119841897,1.924665122,0.00648,,,
0,,-1.121264822,1.924670571,0.00648,,,
0,,-1.122687747,1.92467602,0.00648,,,
0,,-1.124110672,1.924681469,0.00648,,,
0,,-1.125533597,1.924686918,0.00648,,,
0,,-1.126956522,1.924692367,0.00648,,,
0,,-1.128379447,1.924697816,0.00648,,,
0,,-1.129802372,1.924703264,0.00648,,,
0,,-1.131225296,1.924708713,0.00648,,,
0,,-1.132648221,1.924714162,0.00648,,,
0,,-1.134071146,1.924719611,0.00648,,,
0,,-1.135494071,1.92472506,0.00648,,,
0,,-1.136916996,1.924730509,0.00648,,,
0,,-1.138339921,1.924735957,0.00648,,,
0,,-1.139762846,1.924741406,0.00648,,,
0,,-1.141185771,1.924746855,0.00648,,,
0,,-1.142608695,1.924752304,0.00648,,,
0,,-1.144031621,1.924757753,0.00648,,,
0,,-1.145454546,1.924763201,0.00648,,,
0,,-1.14687747,1.92476865,0.00648,,,
0,,-1.148300395,1.924774099,0.00648,,,
0,,-1.14972332,1.924779548,0.00648,,,
0,,-1.151146245,1.924784997,0.00648,,,
0,,-1.15256917,1.924790445,0.00648,,,
0,,-1.153992095,1.924795894,0.00648,,,
0,,-1.15541502,1.924801343,0.00648,,,
0,,-1.156837945,1.924806792,0.00648,,,
0,,-1.158260869,1.92481224,0.00648,,,
0,,-1.159683795,1.924817689,0.00648,,,
0,,-1.161106719,1.924823138,0.00648,,,
0,,-1.162529644,1.924828586,0.00648,,,
0,,-1.163952569,1.924834035,0.00648,,,
0,,-1.165375494,1.924839484,0.00648,,,
0,,-1.166798419,1.924844932,0.00648,,,
0,,-1.168221344,1.924850381,0.00648,,,
0,,-1.169644269,1.92485583,0.00648,,,
0,,-1.171067194,1.924861279,0.00648,,,
0,,-1.172490119,1.924866727,0.00648,,,
0,,-1.173913043,1.924872176,0.00648,,,
0,,-1.175335968,1.924877625,0.00648,,,
0,,-1.176758893,1.924883073,0.00648,,,
0,,-1.178181818,1.924888522,0.00648,,,
0,,-1.179604743,1.92489397,0.00648,,,
0,,-1.181027668,1.924899419,0.00648,,,
0,,-1.182450593,1.924904868,0.00648,,,
0,,-1.183873518,1.924910316,0.00648,,,
0,,-1.185296443,1.924915765,0.00648,,,
0,,-1.186719368,1.924921214,0.00648,,,
0,,-1.188142293,1.924926662,0.00648,,,
0,,-1.189565217,1.924932111,0.00648,,,
0,,-1.190988142,1.924937559,0.00648,,,
0,,-1.192411067,1.924943008,0.00648,,,
0,,-1.193833992,1.924948456,0.00648,,,
0,,-1.195256917,1.924953905,0.00648,,,
0,,-1.196679842,1.924959354,0.00648,,,
0,,-1.198102767,1.924964802,0.00648,,,
0,,-1.199525692,1.924970251,0.00648,,,
0,,-1.200948616,1.924975699,0.00648,,,
0,,-1.202371542,1.924981148,0.00648,,,
0,,-1.203794466,1.924986596,0.00648,,,
0,,-1.205217391,1.924992045,0.00648,,,
0,,-1.206640316,1.924997493,0.00648,,,
0,,-1.208063241,1.925002942,0.00648,,,
0,,-1.209486166,1.92500839,0.00648,,,
0,,-1.210909091,1.925013839,0.00648,,,
0,,-1.212332016,1.925019287,0.00648,,,
0,,-1.213754941,1.925024736,0.00648,,,
0,,-1.215177866,1.925030184,0.00648,,,
0,,-1.21660079,1.925035633,0.00648,,,
0,,-1.218023715,1.925041081,0.00648,,,
0,,-1.21944664,1.92504653,0.00648,,,
0,,-1.220869565,1.925051978,0.00648,,,
0,,-1.22229249,1.925057427,0.00648,,,
0,,-1.223715415,1.925062875,0.00648,,,
0,,-1.22513834,1.925068323,0.00648,,,
0,,-1.226561265,1.925073772,0.00648,,,
0,,-1.22798419,1.92507922,0.00648,,,
0,,-1.229407115,1.925084669,0.00648,,,
0,,-1.23083004,1.925090117,0.00648,,,
0,,-1.232252964,1.925095565,0.00648,,,
0,,-1.233675889,1.925101014,0.00648,,,
0,,-1.235098814,1.925106462,0.00648,,,
0,,-1.236521739,1.925111911,0.00648,,,
0,,-1.237944664,1.925117359,0.00648,,,
0,,-1.239367589,1.925122807,0.00648,,,
0,,-1.240790514,1.925128256,0.00648,,,
0,,-1.242213439,1.925133704,0.00648,,,
0,,-1.243636364,1.925139152,0.00648,,,
0,,-1.245059289,1.925144601,0.00648,,,
0,,-1.246482213,1.925150049,0.00648,,,
0,,-1.247905138,1.925155497,0.00648,,,
0,,-1.249328063,1.925160946,0.00648,,,
0,,-1.250750988,1.925166394,0.00648,,,
0,,-1.252173913,1.925171842,0.00648,,,
0,,-1.253596838,1.925177291,0.00648,,,
0,,-1.255019763,1.925182739,0.00648,,,
0,,-1.256442688,1.925188187,0.00648,,,
0,,-1.257865613,1.925193636,0.00648,,,
