,z,qc,fs,Rf,u2,incl_x,incl_y,incl,pen,time
1228,-26.858,18.86,0.124,0.6,0.204,,,8.0,25.758,1854.9
1229,-26.878,19.37,0.12,0.6,0.205,,,8.0,25.778,1855.8
1230,-26.898,19.73,0.116,0.5,0.207,,,8.0,25.798,1856.6
1231,-26.917,19.78,0.114,0.5,0.206,,,8.0,25.817,1857.5
1232,-26.937,20.06,0.116,0.5,0.207,,,8.0,25.837,1858.4
1233,-26.957,20.99,0.118,0.5,0.206,,,8.0,25.857,1859.3
1234,-26.977,21.95,0.121,0.5,0.206,,,8.0,25.877,1860.2
1235,-26.996000000000002,22.73,0.13,0.5,0.206,,,8.0,25.896,1861.2
1236,-27.016000000000002,23.27,0.14,0.6,0.206,,,8.0,25.916,1862.0
1237,-27.036,23.57,0.149,0.6,0.203,,,8.0,25.936,1862.9
1238,-27.056,23.98,0.161,0.6,0.204,,,8.0,25.956,1863.8
1239,-27.075000000000003,23.97,0.169,0.7,0.201,,,8.0,25.975,1864.8
1240,-27.095000000000002,23.81,0.173,0.7,0.203,,,8.0,25.995,1865.7
1241,-27.115000000000002,23.76,0.176,0.7,0.204,,,8.0,26.015,1866.7
1242,-27.135,24.25,0.172,0.7,0.203,,,8.0,26.035,1867.7
1243,-27.155,24.92,0.17,0.6,0.205,,,8.0,26.055,1868.7
1244,-27.174000000000003,25.21,0.163,0.6,0.206,,,8.0,26.074,1869.8
1245,-27.194000000000003,25.17,0.155,0.6,0.207,,,8.0,26.094,1870.8
1246,-27.214000000000002,25.48,0.15,0.5,0.206,,,8.0,26.114,1871.8
1247,-27.234,25.95,0.149,0.5,0.222,,,8.0,26.134,1872.8
1248,-27.253,26.68,0.153,0.5,0.206,,,8.0,26.153,1873.9
1249,-27.273,27.67,0.16,0.5,0.207,,,8.0,26.173,1874.9
1250,-27.293000000000003,28.55,0.165,0.5,0.205,,,8.0,26.193,1875.9
1251,-27.313000000000002,28.92,0.172,0.6,0.2,,,8.0,26.213,1877.0
1252,-27.332,28.8,0.181,0.6,0.204,,,8.0,26.232,1878.1
1253,-27.352,28.36,0.191,0.7,0.198,,,8.0,26.252,1879.2
1254,-27.372,27.14,0.185,0.6,0.203,,,8.0,26.272,1880.2
1255,-27.392000000000003,25.7,0.182,0.7,0.22,,,8.0,26.292,1881.1
1256,-27.411,24.54,0.182,0.7,0.202,,,8.0,26.311,1882.1
1257,-27.431,24.19,0.182,0.7,0.213,,,8.0,26.331,1883.1
1258,-27.451,24.44,0.175,0.7,0.211,,,8.0,26.351,1884.0
1259,-27.471,24.41,0.178,0.7,0.206,,,8.0,26.371,1884.9
1260,-27.491,23.93,0.171,0.7,0.204,,,8.0,26.391,1885.9
1261,-27.51,23.84,0.165,0.7,0.207,,,9.0,26.41,1886.8
1262,-27.53,23.8,0.16,0.6,0.208,,,9.0,26.43,1887.7
1263,-27.55,23.16,0.155,0.6,0.209,,,9.0,26.45,1888.6
1264,-27.57,22.25,0.152,0.6,0.21,,,9.0,26.47,1889.5
1265,-27.589000000000002,21.68,0.15,0.6,0.21,,,9.0,26.489,1890.4
1266,-27.609,21.55,0.138,0.6,0.211,,,9.0,26.509,1891.3
1267,-27.629,21.96,0.133,0.6,0.211,,,9.0,26.529,1892.3
1268,-27.649,22.44,0.133,0.5,0.211,,,9.0,26.549,1893.2
1269,-27.668000000000003,22.35,0.131,0.5,0.211,,,9.0,26.568,1894.2
1270,-27.688000000000002,22.38,0.128,0.5,0.212,,,9.0,26.588,1895.2
1271,-27.708000000000002,22.38,0.127,0.5,0.213,,,9.0,26.608,1917.2
1272,-27.728,22.69,0.123,0.5,0.214,,,9.0,26.628,1918.2
1273,-27.747,23.06,0.128,0.5,0.215,,,9.0,26.647,1919.2
1274,-27.767000000000003,23.73,0.133,0.5,0.213,,,9.0,26.667,1920.2
1275,-27.787000000000003,24.65,0.142,0.5,0.211,,,9.0,26.687,1921.1
1276,-27.807000000000002,25.96,0.155,0.5,0.213,,,9.0,26.707,1922.2
1277,-27.826,27.72,0.173,0.6,0.21,,,9.0,26.726,1923.3
1278,-27.846,29.4,0.183,0.6,0.211,,,9.0,26.746,1924.4
1279,-27.866,30.74,0.199,0.6,0.212,,,9.0,26.766,1925.6
1280,-27.886000000000003,31.4,0.212,0.6,0.212,,,9.0,26.786,1926.8
1281,-27.905,31.8,0.222,0.6,0.213,,,9.0,26.805,1928.1
1282,-27.925,32.36,0.236,0.6,0.212,,,9.0,26.825,1929.5
1283,-27.945,33.38,0.247,0.7,0.211,,,9.0,26.845,1931.0
1284,-27.964000000000002,35.15,0.263,0.7,0.209,,,9.0,26.864,1932.5
1285,-27.984,37.25,0.28,0.7,0.213,,,9.0,26.884,1934.3
1286,-28.004,38.88,0.296,0.7,0.211,,,9.0,26.904,1936.2
1287,-28.024,39.43,0.313,0.8,0.21,,,9.0,26.924,1938.2
1288,-28.043000000000003,39.69,0.329,0.8,0.207,,,9.0,26.943,1940.2
1289,-28.063000000000002,39.97,0.341,0.8,0.21,,,9.0,26.963,1942.2
1290,-28.083000000000002,39.88,0.347,0.8,0.21,,,9.0,26.983,1944.1
1291,-28.103,39.26,0.35,0.9,0.206,,,9.0,27.003,1946.0
1292,-28.122,38.4,0.351,0.9,0.207,,,9.0,27.022,1947.8
1293,-28.142000000000003,37.7,0.35,0.9,0.208,,,9.0,27.042,1949.6
1294,-28.162000000000003,37.22,0.345,0.9,0.208,,,9.0,27.062,1951.4
1295,-28.182000000000002,36.5,0.335,0.9,0.207,,,9.0,27.082,1953.2
1296,-28.201,35.31,0.325,0.9,0.208,,,9.0,27.101,1954.8
1297,-28.221,34.06,0.314,0.9,0.206,,,9.0,27.121,1956.4
1298,-28.241,33.21,0.303,0.9,0.208,,,9.0,27.141,1957.9
1299,-28.261000000000003,32.29,0.287,0.8,0.207,,,9.0,27.161,1959.4
1300,-28.28,31.39,0.275,0.8,0.209,,,9.0,27.18,1960.8
1301,-28.3,30.6,0.266,0.8,0.208,,,9.0,27.2,1962.2
1302,-28.32,30.0,0.258,0.8,0.208,,,9.0,27.22,1963.5
1303,-28.339000000000002,29.55,0.252,0.8,0.211,,,9.0,27.239,1964.8
1304,-28.359,29.49,0.247,0.8,0.211,,,9.0,27.259,1966.2
1305,-28.379,29.48,0.24,0.8,0.209,,,9.0,27.279,1967.5
1306,-28.399,29.51,0.235,0.8,0.208,,,9.0,27.299,1968.9
1307,-28.418000000000003,29.42,0.228,0.7,0.207,,,9.0,27.318,1970.3
1308,-28.438000000000002,29.19,0.226,0.7,0.208,,,9.0,27.338,1971.8
1309,-28.458000000000002,28.73,0.227,0.8,0.202,,,9.0,27.358,1973.2
1310,-28.477,28.51,0.228,0.8,0.181,,,9.0,27.377,1974.7
1311,-28.497,28.37,0.227,0.8,0.17,,,9.0,27.397,1976.3
1312,-28.517000000000003,27.17,0.223,0.8,0.17,,,9.0,27.417,1977.9
1313,-28.537000000000003,25.14,0.22,0.9,0.204,,,9.0,27.437,1979.4
1314,-28.556,23.23,0.217,0.9,0.207,,,9.0,27.456,1980.9
1315,-28.576,21.73,0.207,0.9,0.212,,,9.0,27.476,1982.3
1316,-28.596,20.82,0.167,0.7,0.215,,,9.0,27.496,1983.6
1317,-28.616,20.17,0.159,0.7,0.217,,,9.0,27.516,1985.0
1318,-28.635,19.54,0.153,0.8,0.219,,,9.0,27.535,1986.4
1319,-28.655,18.88,0.147,0.8,0.219,,,9.0,27.555,1987.9
1320,-28.675,18.22,0.141,0.8,0.22,,,9.0,27.575,1989.5
1321,-28.694000000000003,17.1,0.134,0.7,0.221,,,9.0,27.594,2012.0
1322,-28.714000000000002,16.41,0.126,0.7,0.224,,,9.0,27.614,2013.2
1323,-28.734,15.52,0.117,0.7,0.223,,,9.0,27.634,2014.5
1324,-28.754,14.92,0.109,0.7,0.223,,,9.0,27.654,2015.8
1325,-28.773,14.64,0.102,0.6,0.223,,,9.0,27.673,2017.0
1326,-28.793000000000003,14.59,0.098,0.6,0.223,,,9.0,27.693,2018.2
1327,-28.813000000000002,14.71,0.096,0.6,0.223,,,9.0,27.713,2019.3
1328,-28.832,14.89,0.093,0.5,0.224,,,9.0,27.732,2020.5
1329,-28.852,15.17,0.092,0.5,0.224,,,9.0,27.752,2021.7
1330,-28.872,15.8,0.094,0.5,0.225,,,9.0,27.772,2022.8
1331,-28.892000000000003,16.93,0.098,0.5,0.226,,,9.0,27.792,2024.0
1332,-28.911,18.12,0.103,0.5,0.227,,,9.0,27.811,2025.1
1333,-28.931,18.78,0.109,0.6,0.227,,,9.0,27.831,2026.3
1334,-28.951,18.72,0.111,0.6,0.227,,,9.0,27.851,2027.4
1335,-28.970000000000002,17.89,0.112,0.6,0.229,,,9.0,27.87,2028.5
1336,-28.990000000000002,16.69,0.113,0.6,0.226,,,9.0,27.89,2029.5
1337,-29.01,15.9,0.112,0.6,0.225,,,9.0,27.91,2030.5
1338,-29.03,15.65,0.112,0.6,0.227,,,9.0,27.93,2031.6
1339,-29.049000000000003,15.6,0.114,0.7,0.228,,,9.0,27.949,2032.6
1340,-29.069000000000003,15.79,0.113,0.7,0.228,,,9.0,27.969,2033.6
1341,-29.089000000000002,15.89,0.116,0.7,0.228,,,9.0,27.989,2034.5
1342,-29.108,15.57,0.116,0.7,0.228,,,9.0,28.008,2035.5
1343,-29.128,14.91,0.113,0.7,0.228,,,9.0,28.028,2036.5
1344,-29.148,14.4,0.111,0.7,0.228,,,9.0,28.048,2037.5
1345,-29.167,14.11,0.105,0.7,0.229,,,9.0,28.067,2038.4
1346,-29.187,14.02,0.099,0.6,0.229,,,9.0,28.087,2039.3
1347,-29.207,14.2,0.093,0.6,0.231,,,9.0,28.107,2040.2
1348,-29.227,14.47,0.088,0.5,0.228,,,9.0,28.127,2041.0
1349,-29.246000000000002,14.75,0.085,0.5,0.229,,,9.0,28.146,2042.0
1350,-29.266000000000002,15.24,0.085,0.5,0.23,,,9.0,28.166,2042.8
1351,-29.286,15.89,0.084,0.5,0.231,,,9.0,28.186,2043.7
1352,-29.305,16.41,0.084,0.5,0.23,,,9.0,28.205,2044.6
1353,-29.325000000000003,16.85,0.085,0.4,0.23,,,10.0,28.225,2045.5
1354,-29.345000000000002,17.3,0.087,0.4,0.23,,,10.0,28.245,2046.3
1355,-29.364,17.97,0.089,0.4,0.231,,,10.0,28.264,2047.2
1356,-29.384,18.54,0.092,0.4,0.231,,,10.0,28.284,2048.1
1357,-29.404,18.98,0.091,0.4,0.23,,,10.0,28.304,2049.0
1358,-29.424000000000003,19.48,0.098,0.4,0.231,,,10.0,28.324,2049.8
1359,-29.443,19.88,0.105,0.5,0.221,,,10.0,28.343,2050.7
1360,-29.463,20.72,0.113,0.5,0.231,,,10.0,28.363,2051.6
1361,-29.483,21.62,0.115,0.5,0.231,,,10.0,28.383,2052.4
1362,-29.502000000000002,22.63,0.123,0.5,0.228,,,10.0,28.402,2053.3
1363,-29.522000000000002,24.0,0.134,0.5,0.232,,,10.0,28.422,2054.3
1364,-29.542,25.54,0.147,0.5,0.231,,,10.0,28.442,2055.1
1365,-29.561,26.42,0.151,0.5,0.232,,,10.0,28.461,2056.1
1366,-29.581000000000003,26.36,0.155,0.5,0.231,,,10.0,28.481,2057.1
1367,-29.601000000000003,26.38,0.138,0.5,0.231,,,10.0,28.501,2058.0
1368,-29.621000000000002,26.86,0.154,0.5,0.231,,,10.0,28.521,2059.0
1369,-29.64,27.98,0.164,0.5,0.231,,,10.0,28.54,2059.9
1370,-29.66,29.44,0.18,0.6,0.229,,,10.0,28.56,2060.9
1371,-29.68,31.02,0.195,0.6,0.228,,,10.0,28.58,2061.9
1372,-29.699,31.87,0.212,0.6,0.229,,,10.0,28.599,2083.9
1373,-29.719,32.55,0.222,0.7,0.222,,,10.0,28.619,2085.0
1374,-29.739,32.59,0.237,0.7,0.228,,,10.0,28.639,2086.0
1375,-29.758000000000003,32.27,0.249,0.7,0.227,,,10.0,28.658,2087.1
1376,-29.778000000000002,31.68,0.259,0.8,0.225,,,10.0,28.678,2088.0
1377,-29.798000000000002,31.24,0.266,0.9,0.227,,,10.0,28.698,2089.0
1378,-29.817,29.9,0.264,0.9,0.226,,,10.0,28.717,2090.0
1379,-29.837,28.04,0.255,0.9,0.226,,,10.0,28.737,2091.0
1380,-29.857000000000003,26.05,0.24,0.9,0.232,,,10.0,28.757,2091.9
1381,-29.877000000000002,24.4,0.223,0.8,0.229,,,10.0,28.777,2092.9
1382,-29.896,23.49,0.208,0.8,0.23,,,10.0,28.796,2093.8
1383,-29.916,23.1,0.199,0.8,0.23,,,10.0,28.816,2094.7
1384,-29.936,22.87,0.189,0.8,0.232,,,10.0,28.836,2095.6
1385,-29.955000000000002,22.66,0.184,0.8,0.232,,,10.0,28.855,2096.5
1386,-29.975,22.0,0.179,0.8,0.233,,,10.0,28.875,2097.4
1387,-29.995,21.07,0.175,0.8,0.233,,,10.0,28.895,2098.4
1388,-30.014000000000003,20.27,0.171,0.8,0.234,,,10.0,28.914,2099.3
1389,-30.034000000000002,19.93,0.166,0.8,0.234,,,10.0,28.934,2100.2
1390,-30.054000000000002,20.02,0.159,0.7,0.234,,,10.0,28.954,2101.1
1391,-30.073,19.81,0.157,0.7,0.234,,,10.0,28.973,2102.0
1392,-30.093,19.78,0.156,0.7,0.235,,,10.0,28.993,2102.9
1393,-30.113000000000003,20.24,0.156,0.7,0.235,,,10.0,29.013,2103.8
1394,-30.132,21.06,0.156,0.7,0.236,,,10.0,29.032,2104.7
1395,-30.152,21.82,0.161,0.7,0.236,,,10.0,29.052,2105.8
1396,-30.172,22.65,0.165,0.7,0.236,,,10.0,29.072,2106.8
1397,-30.191000000000003,23.45,0.172,0.7,0.237,,,10.0,29.091,2107.8
1398,-30.211000000000002,23.73,0.173,0.7,0.236,,,10.0,29.111,2108.9
1399,-30.231,23.23,0.171,0.7,0.236,,,10.0,29.131,2110.0
1400,-30.25,22.26,0.168,0.7,0.237,,,10.0,29.15,2111.1
1401,-30.270000000000003,21.24,0.162,0.7,0.237,,,10.0,29.17,2112.1
1402,-30.290000000000003,20.41,0.155,0.7,0.236,,,10.0,29.19,2113.1
1403,-30.309,19.73,0.145,0.7,0.236,,,10.0,29.209,2114.2
1404,-30.329,18.95,0.137,0.7,0.236,,,10.0,29.229,2115.3
1405,-30.349,18.25,0.131,0.7,0.236,,,10.0,29.249,2116.4
1406,-30.368000000000002,17.77,0.124,0.6,0.237,,,10.0,29.268,2117.5
1407,-30.388,17.33,0.12,0.6,0.239,,,10.0,29.288,2118.6
1408,-30.408,17.07,0.113,0.6,0.237,,,10.0,29.308,2119.6
1409,-30.427000000000003,17.14,0.109,0.5,0.238,,,10.0,29.327,2120.7
1410,-30.447000000000003,17.64,0.111,0.5,0.24,,,10.0,29.347,2121.7
1411,-30.467000000000002,18.93,0.113,0.5,0.24,,,10.0,29.367,2122.9
1412,-30.486,20.84,0.117,0.5,0.24,,,10.0,29.386,2123.9
1413,-30.506,22.39,0.125,0.5,0.241,,,10.0,29.406,2124.9
1414,-30.526,23.34,0.137,0.6,0.24,,,10.0,29.426,2126.1
1415,-30.545,23.78,0.155,0.6,0.242,,,10.0,29.445,2127.0
1416,-30.565,24.18,0.166,0.7,0.239,,,10.0,29.465,2128.1
1417,-30.585,24.13,,,0.24,,,10.0,29.485,2129.1
1418,-30.604000000000003,23.86,0.163,0.6,0.239,,,10.0,29.504,2130.2
1419,-30.624000000000002,23.19,0.167,0.7,0.238,,,10.0,29.524,2131.2
1420,-30.644000000000002,22.68,0.17,0.7,0.239,,,10.0,29.544,2132.2
1421,-30.663,22.5,0.171,0.7,0.24,,,10.0,29.563,2133.1
1422,-30.703000000000003,22.57,0.176,0.7,0.241,,,10.0,29.603,2156.1
1423,-30.722,22.56,0.176,0.7,0.242,,,10.0,29.622,2157.0
1424,-30.742,22.36,0.177,0.8,0.242,,,10.0,29.642,2158.0
1425,-30.762,22.1,0.178,0.8,0.241,,,10.0,29.662,2158.9
1426,-30.781000000000002,21.89,0.177,0.8,0.241,,,10.0,29.681,2159.9
1427,-30.801000000000002,21.69,0.174,0.8,0.243,,,10.0,29.701,2160.8
1428,-30.821,21.53,0.171,0.8,0.243,,,10.0,29.721,2161.8
1429,-30.84,21.11,0.169,0.8,0.243,,,10.0,29.74,2162.7
1430,-30.860000000000003,20.6,0.167,0.8,0.244,,,10.0,29.76,2163.7
1431,-30.880000000000003,20.03,0.167,0.8,0.244,,,10.0,29.78,2164.7
1432,-30.899,19.39,,,0.244,,,10.0,29.799,2165.6
1433,-30.919,18.65,,,0.244,,,10.0,29.819,2166.5
1434,-30.939,17.64,,,0.245,,,10.0,29.839,2167.5
1435,-30.958000000000002,16.46,,,0.245,,,10.0,29.858,2168.3
1436,-30.978,15.73,,,0.245,,,10.0,29.878,2169.2
