meas_y,meas_x,estimated_y,estimated_x
,,-12.52964427,1.922103445
,,-12.56916996,1.922108897
,,-12.60869565,1.922114349
,,-12.64822134,0.257669442
,,-12.68774704,0.257669643
,,-12.72727273,0.257669844
,,-12.76679842,0.257670046
,,-12.80632411,0.257670247
,,-12.8458498,0.257670449
,,-12.88537549,0.25767065
,,-12.92490119,0.257670851
,,-12.96442688,0.257671053
,,-13.00395257,0.257671254
,,-13.04347826,0.257671455
,,-13.08300395,0.257671657
,,-13.12252964,0.257671858
,,-13.16205534,0.25767206
,,-13.20158103,0.257672261
,,-13.24110672,0.257672462
,,-13.28063241,0.257672664
,,-13.3201581,0.257672865
,,-13.35968379,0.257673066
,,-13.39920949,0.257673268
,,-13.43873518,0.257673469
,,-13.47826087,0.257673671
,,-13.51778656,0.257673872
,,-13.55731225,0.257674073
,,-13.59683794,0.257674275
,,-13.63636364,0.257674476
,,-13.67588933,0.257674677
,,-13.71541502,0.257674879
,,-13.75494071,0.25767508
,,-13.7944664,0.257675282
,,-13.83399209,0.257675483
,,-13.87351779,0.257675684
,,-13.91304348,0.257675886
,,-13.95256917,0.257676087
,,-13.99209486,0.257676289
,,-14.03162055,0.25767649
,,-14.07114625,0.257676691
,,-14.11067194,0.257676893
,,-14.15019763,0.257677094
,,-14.18972332,0.257677295
,,-14.22924901,0.257677497
,,-14.2687747,1.922343321
,,-14.3083004,1.922348772
,,-14.34782609,1.922354224
,,-14.38735178,1.922359675
,,-14.42687747,1.922365127
,,-14.46640316,1.922370578
,,-14.50592885,1.92237603
,,-14.54545455,1.922381482
,,-14.58498024,1.922386933
,,-14.62450593,1.922392385
,,-14.66403162,1.922397836
,,-14.70355731,1.922403288
,,-14.743083,1.922408739
,,-14.7826087,1.922414191
,,-14.82213439,1.922419642
,,-14.86166008,1.922425094
,,-14.90118577,1.922430545
,,-14.94071146,1.922435997
,,-14.98023715,1.922441448
,,-15.01976285,1.9224469
,,-15.05928854,1.922452351
,,-15.09881423,1.922457802
,,-15.13833992,1.922463254
,,-15.17786561,1.922468705
,,-15.2173913,1.922474157
,,-15.256917,1.922479608
,,-15.29644269,1.92248506
,,-15.33596838,1.922490511
,,-15.37549407,1.922495962
,,-15.41501976,1.922501414
,,-15.45454545,1.922506865
,,-15.49407115,1.922512317
,,-15.53359684,1.922517768
,,-15.57312253,1.922523219
,,-15.61264822,1.922528671
,,-15.65217391,1.922534122
,,-15.6916996,1.922539573
,,-15.7312253,1.922545025
,,-15.77075099,1.922550476
,,-15.81027668,1.922555928
,,-15.84980237,0.257685753
,,-15.88932806,0.257685955
,,-15.92885375,0.257686156
,,-15.96837945,0.257686358
,,-16.00790514,0.257686559
,,-16.04743083,0.25768676
,,-16.08695652,0.257686962
,,-16.12648221,0.257687163
,,-16.16600791,0.257687364
,,-16.2055336,0.257687566
,,-16.24505929,0.257687767
,,-16.28458498,0.257687969
,,-16.32411067,0.25768817
,,-16.36363636,0.257688371
,,-16.40316206,0.257688573
,,-16.44268775,0.257688774
,,-16.48221344,0.257688975
,,-16.52173913,0.257689177
,,-16.56126482,0.257689378
,,-16.60079051,0.25768958
,,-16.64031621,0.257689781
,,-16.6798419,0.257689982
,,-16.71936759,0.257690184
,,-16.75889328,0.257690385
,,-16.79841897,0.257690587
,,-16.83794466,0.257690788
,,-16.87747036,0.257690989
,,-16.91699605,0.257691191
,,-16.95652174,0.257691392
,,-16.99604743,0.257691593
,,-17.03557312,0.257691795
,,-17.07509881,0.257691996
,,-17.11462451,0.257692198
,,-17.1541502,0.257692399
,,-17.19367589,0.2576926
,,-17.23320158,0.257692802
,,-17.27272727,0.257693003
,,-17.31225296,0.257693204
,,-17.35177866,0.257693406
,,-17.39130435,1.922773976
,,-17.43083004,1.922779427
,,-17.47035573,1.922784878
,,-17.50988142,1.922790329
,,-17.54940711,1.92279578
,,-17.58893281,1.922801231
,,-17.6284585,1.922806682
,,-17.66798419,1.922812133
,,-17.70750988,1.922817584
,,-17.74703557,1.922823035
,,-17.78656126,1.922828486
,,-17.82608696,1.922833937
,,-17.86561265,1.922839389
,,-17.90513834,1.92284484
,,-17.94466403,1.922850291
,,-17.98418972,1.922855741
,,-18.02371542,1.922861192
,,-18.06324111,1.922866643
,,-18.1027668,1.922872094
,,-18.14229249,1.922877545
,,-18.18181818,1.922882996
,,-18.22134387,1.922888447
,,-18.26086957,1.922893898
,,-18.30039526,1.922899349
,,-18.33992095,1.9229048
,,-18.37944664,1.922910251
,,-18.41897233,1.922915702
,,-18.45849802,1.922921153
,,-18.49802372,1.922926604
,,-18.53754941,1.922932055
,,-18.5770751,1.922937506
,,-18.61660079,1.922942957
,,-18.65612648,1.922948407
,,-18.69565217,1.922953858
,,-18.73517787,1.922959309
,,-18.77470356,1.92296476
,,-18.81422925,1.922970211
,,-18.85375494,1.922975662
,,-18.89328063,1.922981113
,,-18.93280632,1.922986563
,,-18.97233202,1.922992014
,,-19.01185771,0.257701864
,,-19.0513834,0.257702065
,,-19.09090909,0.257702267
,,-19.13043478,0.257702468
,,-19.16996047,0.257702669
,,-19.20948617,0.257702871
,,-19.24901186,0.257703072
,,-19.28853755,0.257703273
,,-19.32806324,0.257703475
,,-19.36758893,0.257703676
,,-19.40711462,0.257703878
,,-19.44664032,0.257704079
,,-19.48616601,0.25770428
,,-19.5256917,0.257704482
,,-19.56521739,0.257704683
,,-19.60474308,0.257704884
,,-19.64426877,0.257705086
,,-19.68379447,0.257705287
,,-19.72332016,0.257705489
,,-19.76284585,0.25770569
,,-19.80237154,0.257705891
,,-19.84189723,0.257706093
,,-19.88142292,0.257706294
,,-19.92094862,0.257706496
,,-19.96047431,0.257706697
,,-20,0.257706898
,,-20.03952569,0.2577071
,,-20.07905138,0.257707301
,,-20.11857708,0.257707502
,,-20.15810277,0.257707704
,,-20.19762846,0.257707905
,,-20.23715415,0.257708107
,,-20.27667984,0.257708308
,,-20.31620553,0.257708509
,,-20.35573123,0.257708711
,,-20.39525692,0.257708912
,,-20.43478261,0.257709113
,,-20.4743083,0.257709315
,,-20.51383399,0.257709516
,,-20.55335968,0.257709718
,,-20.59288538,1.923215493
,,-20.63241107,1.923220944
,,-20.67193676,1.923226394
,,-20.71146245,1.923231845
,,-20.75098814,1.923237295
,,-20.79051383,1.923242746
,,-20.83003953,1.923248196
,,-20.86956522,1.923253647
,,-20.90909091,1.923259097
,,-20.9486166,1.923264548
,,-20.98814229,1.923269998
,,-21.02766798,1.923275449
,,-21.06719368,1.923280899
,,-21.10671937,1.92328635
,,-21.14624506,1.9232918
,,-21.18577075,1.923297251
,,-21.22529644,1.923302701
,,-21.26482213,1.923308152
,,-21.30434783,1.923313602
,,-21.34387352,1.923319053
,,-21.38339921,1.923324503
,,-21.4229249,1.923329954
,,-21.46245059,1.923335404
,,-21.50197628,1.923340855
,,-21.54150198,1.923346305
,,-21.58102767,1.923351755
,,-21.62055336,1.923357206
,,-21.66007905,1.923362656
,,-21.69960474,1.923368107
,,-21.73913043,1.923373557
,,-21.77865613,1.923379007
,,-21.81818182,1.923384458
,,-21.85770751,1.923389908
,,-21.8972332,1.923395359
,,-21.93675889,1.923400809
,,-21.97628458,1.923406259
,,-22.01581028,1.92341171
,,-22.05533597,1.92341716
,,-22.09486166,1.92342261
,,-22.13438735,1.923428061
,,-22.17391304,1.923433511
,,-22.21343874,1.923438961
,,-22.25296443,1.923444412
,,-22.29249012,1.923449862
,,-22.33201581,1.923455312
,,-22.3715415,1.923460762
,,-22.41106719,1.923466213
,,-22.45059289,1.923471663
,,-22.49011858,1.923477113
,,-22.52964427,1.923482564
,,-22.56916996,1.923488014
,,-22.60869565,1.923493464
,,-22.64822134,1.923498914
,,-22.68774704,1.923504365
,,-22.72727273,1.923509815
,,-22.76679842,1.923515265
,,-22.80632411,1.923520715
,,-22.8458498,1.923526165
,,-22.88537549,1.923531616
,,-22.92490119,1.923537066
,,-22.96442688,1.923542516
,,-23.00395257,1.923547966
,,-23.04347826,1.923553416
,,-23.08300395,1.923558867
,,-23.12252964,1.923564317
,,-23.16205534,1.923569767
,,-23.20158103,1.923575217
,,-23.24110672,1.923580667
,,-23.28063241,1.923586117
,,-23.3201581,1.923591568
,,-23.35968379,1.923597018
,,-23.39920949,1.923602468
,,-23.43873518,1.923607918
,,-23.47826087,1.923613368
,,-23.51778656,1.923618818
,,-23.55731225,1.923624268
,,-23.59683794,1.923629718
,,-23.63636364,1.923635168
,,-23.67588933,1.923640619
,,-23.71541502,1.923646069
,,-23.75494071,1.923651519
,,-23.7944664,1.923656969
,,-23.83399209,1.923662419
,,-23.87351779,1.923667869
,,-23.91304348,1.923673319
,,-23.95256917,1.923678769
,,-23.99209486,1.923684219
,,-24.03162055,1.923689669
,,-24.07114625,1.923695119
,,-24.11067194,1.923700569
,,-24.15019763,1.923706019
,,-24.18972332,1.923711469
,,-24.22924901,1.923716919
,,-24.2687747,1.923722369
,,-24.3083004,1.923727819
,,-24.34782609,1.923733269
,,-24.38735178,1.923738719
,,-24.42687747,1.923744169
,,-24.46640316,1.923749619
,,-24.50592885,1.923755069
,,-24.54545455,1.923760519
,,-24.58498024,1.923765969
,,-24.62450593,1.923771419
,,-24.66403162,1.923776869
,,-24.70355731,1.923782319
,,-24.743083,1.923787768
,,-24.7826087,1.923793218
,,-24.82213439,1.923798668
,,-24.86166008,1.923804118
,,-24.90118577,1.923809568
,,-24.94071146,1.923815018
,,-24.98023715,1.923820468
,,-25.01976285,1.923825918
,,-25.05928854,1.923831368
,,-25.09881423,1.923836817
,,-25.13833992,1.923842267
,,-25.17786561,1.923847717
,,-25.2173913,1.923853167
,,-25.256917,1.923858617
,,-25.29644269,1.923864067
,,-25.33596838,1.923869516
,,-25.37549407,1.923874966
,,-25.41501976,1.923880416
,,-25.45454545,1.923885866
,,-25.49407115,1.923891316
,,-25.53359684,1.923896765
,,-25.57312253,1.923902215
,,-25.61264822,1.923907665
,,-25.65217391,1.923913115
,,-25.6916996,1.923918564
,,-25.7312253,1.923924014
,,-25.77075099,1.923929464
,,-25.81027668,1.923934914
,,-25.84980237,1.923940363
,,-25.88932806,1.923945813
,,-25.92885375,1.923951263
,,-25.96837945,1.923956713
,,-26.00790514,1.923962162
,,-26.04743083,1.923967612
,,-26.08695652,1.923973062
,,-26.12648221,1.923978511
,,-26.16600791,1.923983961
,,-26.2055336,1.923989411
,,-26.24505929,1.923994861
,,-26.28458498,1.92400031
,,-26.32411067,1.92400576
,,-26.36363636,1.924011209
,,-26.40316206,1.924016659
,,-26.44268775,1.924022109
,,-26.48221344,1.924027558
,,-26.52173913,1.924033008
,,-26.56126482,1.924038458
,,-26.60079051,1.924043907
,,-26.64031621,1.924049357
,,-26.6798419,1.924054807
,,-26.71936759,1.924060256
,,-26.75889328,1.924065706
,,-26.79841897,1.924071155
,,-26.83794466,1.924076605
,,-26.87747036,1.924082054
,,-26.91699605,1.924087504
,,-26.95652174,1.924092954
,,-26.99604743,1.924098403
,,-27.03557312,1.924103853
,,-27.07509881,1.924109302
,,-27.11462451,1.924114752
,,-27.1541502,1.924120201
,,-27.19367589,1.924125651
,,-27.23320158,1.9241311
,,-27.27272727,1.92413655
,,-27.31225296,1.924141999
,,-27.35177866,1.924147449
,,-27.39130435,1.924152898
,,-27.43083004,1.924158348
,,-27.47035573,1.924163797
,,-27.50988142,1.924169247
,,-27.54940711,1.924174696
,,-27.58893281,1.924180146
,,-27.6284585,1.924185595
,,-27.66798419,1.924191045
,,-27.70750988,1.924196494
,,-27.74703557,1.924201943
,,-27.78656126,1.924207393
,,-27.82608696,1.924212842
,,-27.86561265,1.924218292
,,-27.90513834,1.924223741
,,-27.94466403,1.924229191
,,-27.98418972,1.92423464
,,-28.02371542,1.924240089
,,-28.06324111,1.924245539
,,-28.1027668,1.924250988
,,-28.14229249,1.924256437
,,-28.18181818,1.924261887
,,-28.22134387,1.924267336
,,-28.26086957,1.924272786
,,-28.30039526,1.924278235
,,-28.33992095,1.924283684
,,-28.37944664,1.924289134
,,-28.41897233,1.924294583
,,-28.45849802,1.924300032
,,-28.49802372,1.924305482
,,-28.53754941,1.924310931
,,-28.5770751,1.92431638
,,-28.61660079,1.924321829
,,-28.65612648,1.924327279
,,-28.69565217,1.924332728
,,-28.73517787,1.924338177
,,-28.77470356,1.924343627
,,-28.81422925,1.924349076
,,-28.85375494,1.924354525
,,-28.89328063,1.924359974
,,-28.93280632,1.924365424
,,-28.97233202,1.924370873
,,-29.01185771,1.924376322
,,-29.0513834,1.924381771
,,-29.09090909,1.92438722
,,-29.13043478,1.92439267
,,-29.16996047,1.924398119
,,-29.20948617,1.924403568
,,-29.24901186,1.924409017
,,-29.28853755,1.924414466
,,-29.32806324,1.924419916
,,-29.36758893,1.924425365
,,-29.40711462,1.924430814
,,-29.44664032,1.924436263
,,-29.48616601,1.924441712
,,-29.5256917,1.924447161
,,-29.56521739,1.924452611
,,-29.60474308,1.92445806
,,-29.64426877,1.924463509
,,-29.68379447,1.924468958
,,-29.72332016,1.924474407
,,-29.76284585,1.924479856
,,-29.80237154,1.924485305
,,-29.84189723,1.924490754
,,-29.88142292,1.924496204
,,-29.92094862,1.924501653
,,-29.96047431,1.924507102
,,-30,1.924512551
,,-30.03952569,1.924518
,,-30.07905138,1.924523449
,,-30.11857708,1.924528898
,,-30.15810277,1.924534347
,,-30.19762846,1.924539796
,,-30.23715415,1.924545245
,,-30.27667984,1.924550694
,,-30.31620553,1.924556143
,,-30.35573123,1.924561592
,,-30.39525692,1.924567041
,,-30.43478261,1.92457249
,,-30.4743083,1.924577939
,,-30.51383399,1.924583388
,,-30.55335968,1.924588837
,,-30.59288538,1.924594286
,,-30.63241107,1.924599735
,,-30.67193676,1.924605184
,,-30.71146245,1.924610633
,,-30.75098814,1.924616082
,,-30.79051383,1.924621531
,,-30.83003953,1.92462698
,,-30.86956522,1.924632429
,,-30.90909091,1.924637878
,,-30.9486166,1.924643327
,,-30.98814229,1.924648776
,,-31.02766798,1.924654225
,,-31.06719368,1.924659673
,,-31.10671937,1.924665122
,,-31.14624506,1.924670571
,,-31.18577075,1.92467602
,,-31.22529644,1.924681469
,,-31.26482213,1.924686918
,,-31.30434783,1.924692367
,,-31.34387352,1.924697816
,,-31.38339921,1.924703264
,,-31.4229249,1.924708713
,,-31.46245059,1.924714162
,,-31.50197628,1.924719611
,,-31.54150198,1.92472506
,,-31.58102767,1.924730509
,,-31.62055336,1.924735957
,,-31.66007905,1.924741406
,,-31.69960474,1.924746855
,,-31.73913043,1.924752304
,,-31.77865613,1.924757753
,,-31.81818182,1.924763201
,,-31.85770751,1.92476865
,,-31.8972332,1.924774099
,,-31.93675889,1.924779548
,,-31.97628458,1.924784997
,,-32.01581028,1.924790445
,,-32.05533597,1.924795894
,,-32.09486166,1.924801343
,,-32.13438735,1.924806792
,,-32.17391304,1.92481224
,,-32.21343874,1.924817689
,,-32.25296443,1.924823138
,,-32.29249012,1.924828586
,,-32.33201581,1.924834035
,,-32.3715415,1.924839484
,,-32.41106719,1.924844932
,,-32.45059289,1.924850381
,,-32.49011858,1.92485583
,,-32.52964427,1.924861279
,,-32.56916996,1.924866727
,,-32.60869565,1.924872176
,,-32.64822134,1.924877625
,,-32.68774704,1.924883073
,,-32.72727273,1.924888522
,,-32.76679842,1.92489397
,,-32.80632411,1.924899419
,,-32.8458498,1.924904868
,,-32.88537549,1.924910316
,,-32.92490119,1.924915765
,,-32.96442688,1.924921214
,,-33.00395257,1.924926662
,,-33.04347826,1.924932111
,,-33.08300395,1.924937559
,,-33.12252964,1.924943008
,,-33.16205534,1.924948456
,,-33.20158103,1.924953905
,,-33.24110672,1.924959354
,,-33.28063241,1.924964802
,,-33.3201581,1.924970251
,,-33.35968379,1.924975699
,,-33.39920949,1.924981148
,,-33.43873518,1.924986596
,,-33.47826087,1.924992045
,,-33.51778656,1.924997493
,,-33.55731225,1.925002942
,,-33.59683794,1.92500839
,,-33.63636364,1.925013839
,,-33.67588933,1.925019287
,,-33.71541502,1.925024736
,,-33.75494071,1.925030184
,,-33.7944664,1.925035633
,,-33.83399209,1.925041081
,,-33.87351779,1.92504653
,,-33.91304348,1.925051978
,,-33.95256917,1.925057427
,,-33.99209486,1.925062875
,,-34.03162055,1.925068323
,,-34.07114625,1.925073772
,,-34.11067194,1.92507922
,,-34.15019763,1.925084669
,,-34.18972332,1.925090117
,,-34.22924901,1.925095565
,,-34.2687747,1.925101014
,,-34.3083004,1.925106462
,,-34.34782609,1.925111911
,,-34.38735178,1.925117359
,,-34.42687747,1.925122807
,,-34.46640316,1.925128256
,,-34.50592885,1.925133704
,,-34.54545455,1.925139152
,,-34.58498024,1.925144601
,,-34.62450593,1.925150049
,,-34.66403162,1.925155497
,,-34.70355731,1.925160946
,,-34.743083,1.925166394
,,-34.7826087,1.925171842
,,-34.82213439,1.925177291
,,-34.86166008,1.925182739
,,-34.90118577,1.925188187
,,-34.94071146,1.925193636
,,-34.98023715,1.925199084
,,-35.01976285,1.925204532
,,-35.05928854,1.92520998
,,-35.09881423,1.925215429
,,-35.13833992,1.925220877
,,-35.17786561,1.925226325
,,-35.2173913,1.925231773
,,-35.256917,1.925237222
,,-35.29644269,1.92524267
,,-35.33596838,1.925248118
,,-35.37549407,1.925253566
,,-35.41501976,1.925259015
,,-35.45454545,1.925264463
,,-35.49407115,1.925269911
,,-35.53359684,1.925275359
,,-35.57312253,1.925280807
,,-35.61264822,1.925286256
,,-35.65217391,1.925291704
,,-35.6916996,1.925297152
,,-35.7312253,1.9253026
,,-35.77075099,1.925308048
,,-35.81027668,1.925313496
,,-35.84980237,1.925318945
,,-35.88932806,1.925324393
,,-35.92885375,1.925329841
,,-35.96837945,1.925335289
,,-36.00790514,1.925340737
,,-36.04743083,1.925346185
,,-36.08695652,1.925351633
,,-36.12648221,1.925357081
,,-36.16600791,1.925362529
,,-36.2055336,1.925367978
,,-36.24505929,1.925373426
,,-36.28458498,1.925378874
,,-36.32411067,1.925384322
,,-36.36363636,1.92538977
,,-36.40316206,1.925395218
,,-36.44268775,1.925400666
,,-36.48221344,1.925406114
,,-36.52173913,1.925411562
,,-36.56126482,1.92541701
,,-36.60079051,1.925422458
,,-36.64031621,1.925427906
,,-36.6798419,1.925433354
,,-36.71936759,1.925438802
,,-36.75889328,1.92544425
,,-36.79841897,1.925449698
,,-36.83794466,1.925455146
,,-36.87747036,1.925460594
,,-36.91699605,1.925466042
,,-36.95652174,1.92547149
,,-36.99604743,1.925476938
,,-37.03557312,1.925482386
,,-37.07509881,1.925487834
,,-37.11462451,1.925493282
,,-37.1541502,1.92549873
,,-37.19367589,1.925504178
,,-37.23320158,1.925509626
,,-37.27272727,1.925515073
,,-37.31225296,1.925520521
,,-37.35177866,1.925525969
,,-37.39130435,1.925531417
,,-37.43083004,1.925536865
,,-37.47035573,1.925542313
,,-37.50988142,1.925547761
,,-37.54940711,1.925553209
,,-37.58893281,1.925558657
,,-37.6284585,1.925564104
,,-37.66798419,1.925569552
,,-37.70750988,1.925575
,,-37.74703557,1.925580448
,,-37.78656126,1.925585896
,,-37.82608696,1.925591344
,,-37.86561265,1.925596791
,,-37.90513834,1.925602239
,,-37.94466403,1.925607687
,,-37.98418972,1.925613135
,,-38.02371542,1.925618583
,,-38.06324111,1.92562403
,,-38.1027668,1.925629478
,,-38.14229249,1.925634926
,,-38.18181818,1.925640374
,,-38.22134387,1.925645822
,,-38.26086957,1.925651269
,,-38.30039526,1.925656717
,,-38.33992095,1.925662165
,,-38.37944664,1.925667613
,,-38.41897233,1.92567306
,,-38.45849802,1.925678508
,,-38.49802372,1.925683956
,,-38.53754941,1.925689403
,,-38.5770751,1.925694851
,,-38.61660079,1.925700299
,,-38.65612648,1.925705747
,,-38.69565217,1.925711194
,,-38.73517787,1.925716642
,,-38.77470356,1.92572209
,,-38.81422925,1.925727537
,,-38.85375494,1.925732985
,,-38.89328063,1.925738433
,,-38.93280632,1.92574388
,,-38.97233202,1.925749328
,,-39.01185771,1.925754776
,,-39.0513834,1.925760223
,,-39.09090909,1.925765671
,,-39.13043478,1.925771118
,,-39.16996047,1.925776566
,,-39.20948617,1.925782014
,,-39.24901186,1.925787461
,,-39.28853755,1.925792909
,,-39.32806324,1.925798356
,,-39.36758893,1.925803804
,,-39.40711462,1.925809252
,,-39.44664032,1.925814699
,,-39.48616601,1.925820147
,,-39.5256917,1.925825594
,,-39.56521739,1.925831042
,,-39.60474308,1.925836489
,,-39.64426877,1.925841937
,,-39.68379447,1.925847384
,,-39.72332016,1.925852832
,,-39.76284585,1.92585828
,,-39.80237154,1.925863727
,,-39.84189723,1.925869175
,,-39.88142292,1.925874622
,,-39.92094862,1.92588007
,,-39.96047431,1.925885517
,,-40,1.925890964
,,-40.03952569,1.925896412
,,-40.07905138,1.925901859
,,-40.11857708,1.925907307
,,-40.15810277,1.925912754
,,-40.19762846,1.925918202
,,-40.23715415,1.925923649
,,-40.27667984,1.925929097
,,-40.31620553,1.925934544
,,-40.35573123,1.925939992
,,-40.39525692,1.925945439
,,-40.43478261,1.925950886
,,-40.4743083,1.925956334
,,-40.51383399,1.925961781
,,-40.55335968,1.925967229
,,-40.59288538,1.925972676
,,-40.63241107,1.925978123
,,-40.67193676,1.925983571
,,-40.71146245,1.925989018
,,-40.75098814,1.925994465
,,-40.79051383,1.925999913
,,-40.83003953,1.92600536
,,-40.86956522,1.926010808
,,-40.90909091,1.926016255
,,-40.9486166,1.926021702
,,-40.98814229,1.92602715
,,-41.02766798,1.926032597
,,-41.06719368,1.926038044
,,-41.10671937,1.926043491
,,-41.14624506,1.926048939
,,-41.18577075,1.926054386
,,-41.22529644,1.926059833
,,-41.26482213,1.926065281
,,-41.30434783,1.926070728
,,-41.34387352,1.926076175
,,-41.38339921,1.926081622
,,-41.4229249,1.92608707
,,-41.46245059,1.926092517
,,-41.50197628,1.926097964
,,-41.54150198,1.926103411
,,-41.58102767,1.926108859
,,-41.62055336,1.926114306
,,-41.66007905,1.926119753
,,-41.69960474,1.9261252
,,-41.73913043,1.926130647
,,-41.77865613,1.926136095
,,-41.81818182,1.926141542
,,-41.85770751,1.926146989
,,-41.8972332,1.926152436
,,-41.93675889,1.926157883
,,-41.97628458,1.926163331
,,-42.01581028,1.926168778
,,-42.05533597,1.926174225
,,-42.09486166,1.926179672
,,-42.13438735,1.926185119
,,-42.17391304,1.926190566
,,-42.21343874,1.926196013
,,-42.25296443,1.926201461
,,-42.29249012,1.926206908
,,-42.33201581,1.926212355
,,-42.3715415,1.926217802
,,-42.41106719,1.926223249
,,-42.45059289,1.926228696
,,-42.49011858,1.926234143
,,-42.52964427,1.92623959
,,-42.56916996,1.926245037
,,-42.60869565,1.926250484
,,-42.64822134,1.926255931
,,-42.68774704,1.926261379
,,-42.72727273,1.926266826
,,-42.76679842,1.926272273
,,-42.80632411,1.92627772
,,-42.8458498,1.926283167
,,-42.88537549,1.926288614
,,-42.92490119,1.926294061
,,-42.96442688,1.926299508
,,-43.00395257,1.926304955
,,-43.04347826,1.926310402
,,-43.08300395,1.926315849
,,-43.12252964,1.926321296
,,-43.16205534,1.926326743
,,-43.20158103,1.92633219
,,-43.24110672,1.926337637
,,-43.28063241,1.926343084
,,-43.3201581,1.926348531
,,-43.35968379,1.926353977
,,-43.39920949,1.926359424
,,-43.43873518,1.926364871
,,-43.47826087,1.926370318
,,-43.51778656,1.926375765
,,-43.55731225,1.926381212
,,-43.59683794,1.926386659
,,-43.63636364,1.926392106
,,-43.67588933,1.926397553
,,-43.71541502,1.926403
,,-43.75494071,1.926408447
,,-43.7944664,1.926413893
,,-43.83399209,1.92641934
,,-43.87351779,1.926424787
,,-43.91304348,1.926430234
,,-43.95256917,1.926435681
,,-43.99209486,1.926441128
,,-44.03162055,1.926446575
,,-44.07114625,1.926452021
,,-44.11067194,1.926457468
,,-44.15019763,1.926462915
,,-44.18972332,1.926468362
,,-44.22924901,1.926473809
,,-44.2687747,1.926479256
,,-44.3083004,1.926484702
,,-44.34782609,1.926490149
,,-44.38735178,1.926495596
,,-44.42687747,1.926501043
,,-44.46640316,1.926506489
,,-44.50592885,1.926511936
,,-44.54545455,1.926517383
,,-44.58498024,1.92652283
,,-44.62450593,1.926528276
,,-44.66403162,1.926533723
,,-44.70355731,1.92653917
,,-44.743083,1.926544617
,,-44.7826087,1.926550063
,,-44.82213439,1.92655551
,,-44.86166008,1.926560957
,,-44.90118577,1.926566404
,,-44.94071146,1.92657185
,,-44.98023715,1.926577297
,,-45.01976285,1.926582744
,,-45.05928854,1.92658819
,,-45.09881423,1.926593637
,,-45.13833992,1.926599084
,,-45.17786561,1.92660453
,,-45.2173913,1.926609977
,,-45.256917,1.926615424
,,-45.29644269,1.92662087
,,-45.33596838,1.926626317
,,-45.37549407,1.926631763
,,-45.41501976,1.92663721
,,-45.45454545,1.926642657
,,-45.49407115,1.926648103
,,-45.53359684,1.92665355
,,-45.57312253,1.926658996
,,-45.61264822,1.926664443
,,-45.65217391,1.92666989
,,-45.6916996,1.926675336
,,-45.7312253,1.926680783
,,-45.77075099,1.926686229
,,-45.81027668,1.926691676
,,-45.84980237,1.926697122
,,-45.88932806,1.926702569
,,-45.92885375,1.926708016
,,-45.96837945,1.926713462
,,-46.00790514,1.926718909
,,-46.04743083,1.926724355
,,-46.08695652,1.926729802
,,-46.12648221,1.926735248
,,-46.16600791,1.926740695
,,-46.2055336,1.926746141
,,-46.24505929,1.926751588
,,-46.28458498,1.926757034
,,-46.32411067,1.926762481
,,-46.36363636,1.926767927
,,-46.40316206,1.926773374
,,-46.44268775,1.92677882
,,-46.48221344,1.926784266
,,-46.52173913,1.926789713
,,-46.56126482,1.926795159
,,-46.60079051,1.926800606
,,-46.64031621,1.926806052
,,-46.6798419,1.926811499
,,-46.71936759,1.926816945
,,-46.75889328,1.926822391
,,-46.79841897,1.926827838
,,-46.83794466,1.926833284
,,-46.87747036,1.926838731
,,-46.91699605,1.926844177
,,-46.95652174,1.926849623
,,-46.99604743,1.92685507
,,-47.03557312,1.926860516
,,-47.07509881,1.926865962
,,-47.11462451,1.926871409
,,-47.1541502,1.926876855
,,-47.19367589,1.926882301
,,-47.23320158,1.926887748
,,-47.27272727,1.926893194
,,-47.31225296,1.92689864
,,-47.35177866,1.926904087
,,-47.39130435,1.926909533
,,-47.43083004,1.926914979
,,-47.47035573,1.926920426
,,-47.50988142,1.926925872
,,-47.54940711,1.926931318
,,-47.58893281,1.926936764
,,-47.6284585,1.926942211
,,-47.66798419,1.926947657
,,-47.70750988,1.926953103
,,-47.74703557,1.92695855
,,-47.78656126,1.926963996
,,-47.82608696,1.926969442
,,-47.86561265,1.926974888
,,-47.90513834,1.926980334
,,-47.94466403,1.926985781
,,-47.98418972,1.926991227
,,-48.02371542,1.926996673
,,-48.06324111,1.927002119
,,-48.1027668,1.927007565
,,-48.14229249,1.927013012
,,-48.18181818,1.927018458
,,-48.22134387,1.927023904
,,-48.26086957,1.92702935
,,-48.30039526,1.927034796
,,-48.33992095,1.927040243
,,-48.37944664,1.927045689
,,-48.41897233,1.927051135
,,-48.45849802,1.927056581
,,-48.49802372,1.927062027
,,-48.53754941,1.927067473
,,-48.5770751,1.927072919
,,-48.61660079,1.927078365
,,-48.65612648,1.927083812
,,-48.69565217,1.927089258
,,-48.73517787,1.927094704
,,-48.77470356,1.92710015
,,-48.81422925,1.927105596
,,-48.85375494,1.927111042
,,-48.89328063,1.927116488
,,-48.93280632,1.927121934
,,-48.97233202,1.92712738
,,-49.01185771,1.927132826
,,-49.0513834,1.927138272
,,-49.09090909,1.927143718
,,-49.13043478,1.927149164
,,-49.16996047,1.92715461
,,-49.20948617,1.927160056
,,-49.24901186,1.927165502
,,-49.28853755,1.927170948
,,-49.32806324,1.927176394
,,-49.36758893,1.92718184
